Policy Number,Transaction ID,Effective Date,Product,Program,Account Number,Insured Name,Premium,Actions,policystatus,issueddate,shreddertransinbounddate,shredderstginbounddate,policyodsstgfirstdate,policyodscvt,policyodstranfirstdate
PK202500017091,"3,99,259",01-08-2025,Package,Pest Control,10252872,Reg_PestControl_FL_NB_CnclFlat_ReisOSE_1.46_Mon Jun 16 2025 06:12:13 GMT+0000 (Coordinated Unive,"39,083",,Posted,6-16-25 1:19 AM,6-16-25 8:20 AM,6-16-25 8:20 AM,6-17-25 10:20 AM,,6-17-25 4:47 PM
PK202500017091,"3,99,260",31-08-2025,Package,Pest Control,10252872,Reg_PestControl_FL_NB_CnclFlat_ReisOSE_1.46_Mon Jun 16 2025 06:12:13 GMT+0000 (Coordinated Unive,"1,731",,Posted,6-16-25 1:20 AM,6-16-25 8:20 AM,6-16-25 8:20 AM,6-17-25 7:50 PM,,6-17-25 11:41 PM
PK202500017091,"3,99,261",31-08-2025,Package,Pest Control,10252872,Reg_PestControl_FL_NB_CnclFlat_ReisOSE_1.46_Mon Jun 16 2025 06:12:13 GMT+0000 (Coordinated Unive,"1,731",,Posted,6-16-25 1:20 AM,6-16-25 8:20 AM,6-16-25 8:20 AM,6-18-25 4:49 PM,,6-18-25 9:11 PM
PK202500017091,"3,99,265",01-10-2025,Package,Pest Control,10252872,Reg_PestControl_FL_NB_CnclFlat_ReisOSE_1.46_Mon Jun 16 2025 06:12:13 GMT+0000 (Coordinated Unive,220,,Posted,6-16-25 1:22 AM,6-16-25 8:20 AM,6-16-25 8:20 AM,6-18-25 1:38 AM,,6-18-25 10:31 AM
PK202500017091,"3,99,266",01-10-2025,Package,Pest Control,10252872,Reg_PestControl_FL_NB_CnclFlat_ReisOSE_1.46_Mon Jun 16 2025 06:12:13 GMT+0000 (Coordinated Unive,220,,Posted,6-16-25 1:22 AM,6-16-25 8:20 AM,6-16-25 8:20 AM,6-18-25 7:05 AM,,6-18-25 12:49 PM
PK202500017091,"3,99,281",31-08-2025,Package,Pest Control,10252872,Reg_PestControl_FL_NB_CnclFlat_ReisOSE_1.46_Mon Jun 16 2025 06:12:13 GMT+0000 (Coordinated Unive,"1,885",,Posted,6-16-25 1:23 AM,6-16-25 8:30 AM,6-16-25 8:30 AM,6-19-25 1:36 AM,,6-19-25 10:13 AM
PK202500017091,"3,99,282",01-10-2025,Package,Pest Control,10252872,Reg_PestControl_FL_NB_CnclFlat_ReisOSE_1.46_Mon Jun 16 2025 06:12:13 GMT+0000 (Coordinated Unive,230,,Posted,6-16-25 1:23 AM,6-16-25 8:30 AM,6-16-25 8:30 AM,6-19-25 6:29 AM,,6-19-25 9:09 AM
PK202500017091,"3,99,283",01-08-2025,Package,Pest Control,10252872,Reg_PestControl_FL_NB_CnclFlat_ReisOSE_1.46_Mon Jun 16 2025 06:12:13 GMT+0000 (Coordinated Unive,"3,154",,Posted,6-16-25 1:23 AM,6-16-25 8:30 AM,6-16-25 8:30 AM,6-18-25 10:22 PM,,6-19-25 12:32 AM
PK202500017091,"3,99,290",31-08-2026,Package,Pest Control,10252872,Reg_PestControl_FL_NB_CnclFlat_ReisOSE_1.46_Mon Jun 16 2025 06:12:13 GMT+0000 (Coordinated Unive,156,,Posted,6-16-25 1:25 AM,6-16-25 8:35 AM,6-16-25 8:35 AM,6-19-25 10:11 AM,,6-19-25 1:32 PM
PK202500016985,"3,99,300",01-09-2025,Package,Media - Special Events & Leisure,10252346,Reg_MediaSpecialEvents_FL_NB_1.49_Mon Jun 02 2025 07:28:08 GMT+0000 (Coordinated Unive,"-5,275",,Posted,6-16-25 1:29 AM,6-16-25 8:40 AM,6-16-25 8:40 AM,6-17-25 5:09 AM,,6-17-25 6:36 AM
PK202500016985,"3,99,304",01-09-2025,Package,Media - Special Events & Leisure,10252346,Reg_MediaSpecialEvents_FL_NB_1.49_Mon Jun 02 2025 07:28:08 GMT+0000 (Coordinated Unive,"7,798",,Posted,6-16-25 1:31 AM,6-16-25 8:40 AM,6-16-25 8:40 AM,6-17-25 6:48 AM,,6-17-25 9:26 AM
PK202500016985,"3,99,307",02-10-2025,Package,Media - Special Events & Leisure,10252346,Reg_MediaSpecialEvents_FL_NB_1.49_Mon Jun 02 2025 07:28:08 GMT+0000 (Coordinated Unive,0,,Posted,6-16-25 1:32 AM,6-16-25 8:40 AM,6-16-25 8:40 AM,6-17-25 10:20 AM,,6-17-25 4:47 PM
AU202500018310,"3,99,368",01-08-2025,Automobile,Solar Energy Contractors,,Reg_Auto_CA_NB_Cancel - Prorata_Reinstate_1.1_Mon Jun 16 2025 08:47:17 GMT+0000 (Coordinated Unive,"29,266",,Posted,6-16-25 3:51 AM,6-16-25 9:15 AM,6-16-25 9:15 AM,6-17-25 3:08 AM,,6-17-25 10:11 AM
AU202500018311,"3,99,369",01-08-2025,Automobile,Portable Sanitation,,Reg_Auto_CA_NB_Cancel - Prorata_Reinstate_1.1_Mon Jun 16 2025 04:47:54 GMT-0400 (Eastern Dayl,"37,315",,Posted,6-16-25 3:52 AM,6-16-25 9:15 AM,6-16-25 9:15 AM,6-17-25 3:08 AM,,6-17-25 10:11 AM
AU202500018312,"3,99,371",01-08-2025,Automobile,Media - DICE,,Reg_Auto_CA_NB_Cancel - Prorata_Reinstate_1.1_Mon Jun 16 2025 04:46:41 GMT-0400 (Eastern Dayl,"18,945",,Posted,6-16-25 3:53 AM,6-16-25 9:15 AM,6-16-25 9:15 AM,6-17-25 3:08 AM,,6-17-25 10:11 AM
AU202500018313,"3,99,375",01-04-2025,Automobile,Media - Film,,Reg_Auto_CA_NB_CF_Rewrite_$End_OOSE_1.2_Mon Jun 16 2025 08:49:55 GMT+0000 (Coordinated Unive,"7,904",,Posted,6-16-25 3:55 AM,6-16-25 9:15 AM,6-16-25 9:15 AM,6-17-25 3:08 AM,,6-17-25 10:11 AM
AU202500018315,"3,99,385",01-09-2025,Automobile,Media - DICE,,Reg_Auto_FL_NB_CF_Rewrite_$End_1.3_Mon Jun 16 2025 08:54:37 GMT+0000 (Coordinated Unive,"9,91,984",,Posted,6-16-25 3:59 AM,6-16-25 9:20 AM,6-16-25 9:20 AM,6-17-25 3:08 AM,,6-17-25 10:11 AM
AU202500018317,"3,99,396",01-09-2025,Automobile,Media - Rental House,,Reg_Auto_PA_NB_Cancel - Prorata_Reinstate_1.1_Mon Jun 16 2025 04:58:20 GMT-0400 (Eastern Dayl,"98,13,292",,Posted,6-16-25 4:01 AM,6-16-25 9:25 AM,6-16-25 9:25 AM,6-17-25 3:08 AM,,6-17-25 10:11 AM
AU202500018318,"3,99,398",01-08-2025,Automobile,Portable Sanitation,,Reg_Auto_CA_NB_Cancel - Prorata_Reinstate_1.1_Mon Jun 16 2025 04:56:26 GMT-0400 (Eastern Dayl,"37,315",,Posted,6-16-25 4:01 AM,6-16-25 9:25 AM,6-16-25 9:25 AM,6-17-25 3:08 AM,,6-17-25 10:11 AM
AU202500018320,"3,99,399",01-10-2025,Automobile,Parking Facilities,,Reg_Auto_CA_NB_Cancel - Prorata_Reinstate_1.1_Mon Jun 16 2025 09:00:44 GMT+0000 (Coordinated Unive,"20,613",,Posted,6-16-25 4:04 AM,6-16-25 9:25 AM,6-16-25 9:25 AM,6-17-25 3:08 AM,,6-17-25 10:11 AM
PK202500017097,"3,99,402",01-08-2025,Package,Franchise Equipment Dealer,10252982,Reg_PKG_MultiQuote_NY_NB_1.51_Mon Jun 16 2025 05:03:06 GMT-0400 (Eastern Dayl,"11,636",,Posted,6-16-25 4:10 AM,6-16-25 9:25 AM,6-16-25 9:25 AM,6-17-25 5:09 AM,,6-17-25 6:36 AM
AU202500018321,"3,99,422",01-08-2025,Automobile,Media - Rental House,,Reg_Auto_MultiQuote_FL_NB_1.52_Mon Jun 16 2025 09:04:55 GMT+0000 (Coordinated Unive,"67,691",,Posted,6-16-25 4:11 AM,6-16-25 9:35 AM,6-16-25 9:35 AM,6-17-25 3:08 AM,,6-17-25 10:11 AM
AU202500018322,"3,99,423",13-05-2025,Automobile,Media - DICE,,Reg_AutoRen2_NJ_NB_End_AutoRen_1.7_Mon Jun 16 2025 05:11:04 GMT-0400 (Eastern Dayl,"1,488",,Posted,6-16-25 4:13 AM,6-16-25 9:35 AM,6-16-25 9:35 AM,6-17-25 3:08 AM,,6-17-25 10:11 AM
AU202400018323,"3,99,425",01-09-2024,Automobile,School Bus Contractors,,Reg_AutoRen_NY_NB_CnFl_Rewrite_$End_Ren_1.54_Mon Jun 16 2025 05:08:24 GMT-0400 (Eastern Dayl,"16,722",,Posted,6-16-25 4:14 AM,6-16-25 9:35 AM,6-16-25 9:35 AM,6-17-25 3:08 AM,,6-17-25 10:11 AM
AU202500018325,"3,99,427",20-03-2025,Automobile,Freight Forwarders,,Reg_AutoRen2_CA_Nb_Cnfl_Reissue_AutoRen_1.55_Mon Jun 16 2025 09:13:08 GMT+0000 (Coordinated Unive,"1,009",,,6-16-25 4:16 AM,6-16-25 9:35 AM,6-16-25 9:35 AM,6-17-25 3:08 AM,,6-17-25 10:11 AM
